#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-07-08T01:09:27 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5f04f1192611	
#INFO	-out.max=99999	
#INFO	queryParameters=29	
#-oc.form=dec
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=II/246/out
#-nav=cat:II/246&tab:{II/246/out}&key:source=II/246&key:c=220.54852980992 11.96488163122&pos:220.54852980992 11.96488163122( 5.142666666666666 deg J2000)&HTTPPRM:&&-ref=VIZ5f04f1192611&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c=220.54852980992 11.96488163122&-c.eq=J2000&-c.r=2.5713&-c.u=deg&-c.geom=b&-order=I&-out=RAJ2000&-out=DEJ2000&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflg&-out=Rflg&-out=Bflg&-out=Cflg&-out=Xflg&-out=Aflg&-ignore=Opt=*&Opt=Opt&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/246/out
#-c=220.54852980992 11.96488163122
#-c.eq=J2000
#-c.r=2.5713
#-c.u=deg
#-c.geom=b
#-source=II/246/out
#-out=RAJ2000
#-out=DEJ2000
#-out=2MASS
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=Qflg
#-out=Rflg
#-out=Bflg
#-out=Cflg
#-out=Xflg
#-out=Aflg
#
#INFO	-c=220.548530+11.964882,bd=2.571300/2.5713	
#Constraint -bmark=POST

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	_r	(F8.6)	Distance from center (220.548530+11.964882)[FK5/J2000]	[ucd=pos.angDistance]
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	Jmag	(F6.3)	?(j_m) J selected default magnitude (2)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	?(j_msigcom) J total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	?(h_m) H selected default magnitude (2)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	?(h_msigcom) H total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	?(k_msigcom) K total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Qflg	(A3)	(ph_qual) JHK Photometric quality flag (5)	[ucd=meta.code.qual;phot]
#Column	Rflg	(A3)	(rd_flg) Source of JHK default mag (6)	[ucd=meta.ref]
#Column	Bflg	(A3)	(bl_flg) JHK components fit to source (7)	[ucd=meta.code]
#Column	Cflg	(A3)	(cc_flg) Artifact contamination, confusion (8)	[ucd=meta.code]
#Column	Xflg	(I1)	[0,2] (gal_contam) Extended source contamination (10)	[ucd=meta.code]
#Column	Aflg	(I1)	[0,1] (mp_flg) Association with asteroid or comet (11)	[ucd=meta.code]
_r	_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
0.771306	221.08861300	+12.52733100	221.088613	+12.527331	14442126+1231383 	14.830	 0.038	14.310	 0.046	13.994	 0.055	AAA	222	111	000	0	0
0.771308	219.87846100	+11.55919200	219.878461	+11.559192	14393083+1133330 	15.847	 0.068	15.381	 0.085	14.815	 0.115	AAB	222	111	000	0	0
0.771375	219.76487300	+11.88054300	219.764873	+11.880543	14390356+1152499 	16.839	 0.164	15.821	      	15.231	      	CUU	200	100	000	0	0
0.771388	220.88497900	+12.66272900	220.884979	+12.662729	14433239+1239458 	15.075	 0.035	14.607	 0.054	14.742	 0.101	AAA	222	111	000	0	0
0.771665	220.28417100	+12.69204600	220.284171	+12.692046	14410820+1241313 	16.047	 0.095	15.898	 0.174	15.543	 0.182	ACC	222	111	000	0	0
0.771733	221.33519700	+11.90830700	221.335197	+11.908307	14452044+1154299 	16.247	 0.109	15.594	 0.135	15.320	 0.194	BBC	222	111	000	0	0
0.771737	220.90756500	+11.27792900	220.907565	+11.277929	14433781+1116405 	15.783	 0.102	15.147	 0.099	14.910	 0.165	AAC	222	111	000	0	0
0.771807	221.33407500	+12.03758400	221.334075	+12.037584	14452017+1202153 	14.865	 0.044	14.436	 0.058	14.270	 0.079	AAA	222	111	000	0	0
0.771866	219.82802900	+12.28039900	219.828029	+12.280399	14391872+1216494 	15.878	 0.068	15.497	 0.100	15.397	 0.211	AAC	222	111	000	0	0
0.771881	220.04735700	+12.56150600	220.047357	+12.561506	14401136+1233414 	15.499	 0.056	14.912	 0.067	14.686	 0.096	AAA	222	111	000	0	0
0.772015	220.23243100	+12.67244000	220.232431	+12.672440	14405578+1240207 	15.950	 0.070	15.356	 0.107	15.119	 0.145	AAB	222	111	000	0	0
0.772025	220.79941100	+12.69697000	220.799411	+12.696970	14431185+1241490 	14.144	 0.025	13.663	 0.031	13.664	 0.046	AAA	222	111	000	0	0
0.772051	221.24296300	+12.33255800	221.242963	+12.332558	14445831+1219572 	16.374	 0.104	15.729	 0.159	15.695	      	ACU	220	110	000	0	0
0.772329	221.13574200	+12.48173200	221.135742	+12.481732	14443257+1228542 	16.160	 0.094	15.662	 0.130	15.230	 0.149	ABB	222	111	000	0	0
0.772486	221.14179400	+11.45569300	221.141794	+11.455693	14443403+1127204 	16.318	 0.117	15.729	 0.163	15.270	 0.186	BCC	222	111	000	0	0
0.772486	221.01841000	+12.58611500	221.018410	+12.586115	14440441+1235100 	16.567	 0.120	16.043	 0.176	15.684	      	BCU	220	110	000	0	0
0.772645	219.85821900	+12.34114300	219.858219	+12.341143	14392597+1220281 	14.536	 0.027	14.002	 0.037	13.873	 0.053	AAA	222	111	000	0	0
0.772771	220.66003300	+12.72993800	220.660033	+12.729938	14423840+1243477 	11.531	 0.024	11.196	 0.020	11.162	 0.020	AAA	222	111	000	0	0
0.772932	221.27218500	+12.27606600	221.272185	+12.276066	14450532+1216338 	11.383	 0.022	10.839	 0.030	10.746	 0.023	AAA	222	111	000	0	0
0.772975	220.36500700	+12.71677800	220.365007	+12.716778	14412760+1243004 	15.663	 0.061	14.767	 0.068	14.770	 0.104	AAA	222	111	000	0	0
0.773142	221.04066800	+11.36035900	221.040668	+11.360359	14440976+1121372 	15.440	 0.051	15.384	 0.128	14.779	 0.120	ABB	222	111	000	0	0
0.773168	221.31991600	+11.79762100	221.319916	+11.797621	14451677+1147514 	15.817	 0.090	15.605	 0.128	15.588	 0.257	ABD	222	111	000	0	0
0.773403	221.31350400	+11.77067300	221.313504	+11.770673	14451524+1146144 	14.898	 0.044	14.710	 0.072	14.555	 0.100	AAA	222	111	000	0	0
0.773432	219.76432200	+11.86774300	219.764322	+11.867743	14390343+1152038 	15.940	 0.079	15.248	 0.085	14.893	 0.133	AAB	222	111	000	0	0
0.773446	221.33718700	+12.02049800	221.337187	+12.020498	14452092+1201137 	16.796	 0.159	17.598	      	15.657	 0.202	CUC	202	101	c00	0	0
0.773539	220.72349600	+12.71930100	220.723496	+12.719301	14425363+1243094 	15.451	 0.068	14.760	 0.082	14.165	 0.080	AAA	222	111	000	0	0
0.773802	220.18297800	+11.27890300	220.182978	+11.278903	14404391+1116440 	16.578	 0.161	15.543	 0.155	14.752	      	CCU	220	110	000	0	0
0.773812	221.09576100	+11.40666100	221.095761	+11.406661	14442298+1124239 	16.558	 0.155	15.686	 0.177	15.158	 0.184	BCC	222	111	000	0	0
0.774105	220.98824300	+11.32163300	220.988243	+11.321633	14435717+1119178 	16.632	 0.166	16.002	 0.222	15.522	 0.277	CDD	222	111	000	0	0
0.774228	219.90118200	+11.52021500	219.901182	+11.520215	14393628+1131127 	16.856	 0.152	16.641	 0.270	15.872	      	CDU	220	110	000	0	0
0.774284	219.77710900	+12.13915300	219.777109	+12.139153	14390650+1208209 	16.315	 0.104	15.577	 0.108	15.340	 0.200	AAC	222	111	000	0	0
0.774306	220.38770300	+12.72308100	220.387703	+12.723081	14413304+1243230 	15.007	 0.047	14.502	 0.067	14.187	 0.054	AAA	222	111	000	0	0
0.774522	220.48786700	+12.73713300	220.487867	+12.737133	14415708+1244136 	15.889	 0.091	15.136	 0.109	14.921	 0.109	ABB	222	111	000	0	0
0.774580	220.81927200	+12.69290400	220.819272	+12.692904	14431662+1241344 	14.893	 0.035	14.480	 0.049	14.406	 0.078	AAA	222	111	000	0	0
0.774599	219.86681200	+12.35971600	219.866812	+12.359716	14392803+1221349 	14.976	 0.050	14.314	 0.054	13.793	 0.057	AAA	222	111	000	0	0
0.774705	221.31953500	+12.14276800	221.319535	+12.142768	14451668+1208339 	14.019	 0.027	13.661	 0.033	13.593	 0.043	AAA	222	111	000	0	0
0.774927	221.33845400	+12.02388100	221.338454	+12.023881	14452122+1201259 	12.888	 0.024	12.266	 0.023	12.034	 0.024	AAA	222	111	000	0	0
0.774998	220.00063600	+12.52518600	220.000636	+12.525186	14400015+1231306 	16.772	 0.151	15.681	 0.146	15.088	      	BBU	220	110	000	0	0
0.775066	221.21127300	+12.39037600	221.211273	+12.390376	14445070+1223253 	15.434	 0.072	14.956	 0.094	14.234	 0.065	AAA	222	111	000	0	0
0.775183	221.13476300	+11.44393600	221.134763	+11.443936	14443234+1126381 	15.955	 0.081	15.424	 0.149	15.271	 0.186	ABC	222	111	000	0	0
0.775202	220.76543600	+12.71056200	220.765436	+12.710562	14430370+1242380 	16.334	 0.105	15.911	 0.164	15.232	      	ACU	220	110	000	0	0
0.775206	220.74672000	+12.71552100	220.746720	+12.715521	14425921+1242558 	16.778	 0.147	16.325	      	15.134	      	BUU	200	100	000	0	0
0.775240	221.07810700	+11.38865600	221.078107	+11.388656	14441874+1123191 	15.704	 0.059	15.510	 0.159	15.269	 0.172	ACC	222	111	000	0	0
0.775816	220.80468900	+11.23076600	220.804689	+11.230766	14431312+1113507 	15.810	 0.078	15.458	 0.150	15.622	 0.269	ABD	222	111	000	0	0
0.775820	221.26991900	+11.64351800	221.269919	+11.643518	14450478+1138366 	16.530	 0.160	15.966	 0.192	15.025	      	CCU	220	110	000	0	0
0.775966	220.44771100	+11.19522700	220.447711	+11.195227	14414745+1111428 	12.100	 0.024	11.592	 0.023	11.493	 0.024	AAA	222	111	000	0	0
0.776002	220.94592100	+11.29355600	220.945921	+11.293556	14434702+1117368 	17.288	 0.297	15.420	      	14.869	 0.184	DUC	202	101	000	0	0
0.776093	219.76827100	+12.10626000	219.768271	+12.106260	14390438+1206225 	16.160	 0.083	15.571	 0.104	15.317	 0.181	AAC	222	111	000	0	0
0.776144	220.13027000	+11.30565800	220.130270	+11.305658	14403126+1118203 	15.526	 0.061	14.942	 0.076	15.007	 0.156	AAC	222	111	000	0	0
0.776176	219.88945200	+11.53351300	219.889452	+11.533513	14393346+1132006 	16.809	 0.147	16.424	      	15.753	 0.281	CUD	202	101	000	0	0
0.776232	220.26764300	+11.23905000	220.267643	+11.239050	14410423+1114205 	16.541	 0.136	15.690	 0.180	15.701	 0.284	BCD	222	111	000	0	0
0.776454	220.59901100	+12.73976800	220.599011	+12.739768	14422376+1244231 	14.646	 0.032	14.092	 0.043	14.029	 0.069	AAA	222	111	000	0	0
0.776675	221.28042500	+12.26679800	221.280425	+12.266798	14450730+1216004 	15.009	 0.048	14.351	 0.053	14.118	 0.054	AAA	222	111	000	0	0
0.776781	221.32620900	+12.12279300	221.326209	+12.122793	14451829+1207220 	17.359	 0.268	16.131	 0.217	15.304	 0.156	DDC	222	111	000	0	0
0.776815	220.61564400	+11.19085400	220.615644	+11.190854	14422775+1111270 	16.037	 0.087	15.334	 0.123	15.046	 0.193	ABC	222	111	000	0	0
0.776936	219.80845000	+12.24773100	219.808450	+12.247731	14391402+1214518 	16.362	 0.102	15.532	 0.101	15.242	 0.178	AAC	222	111	000	0	0
0.776937	221.34000600	+11.90178700	221.340006	+11.901787	14452160+1154064 	16.515	 0.139	15.712	 0.164	15.902	      	BCU	220	110	000	0	0
0.777201	220.89678400	+12.66365100	220.896784	+12.663651	14433522+1239491 	16.849	 0.166	16.175	 0.214	15.215	 0.161	CCC	222	111	000	0	0
0.777210	220.90955500	+11.27278000	220.909555	+11.272780	14433829+1116220 	16.140	 0.128	15.566	 0.157	15.096	 0.208	BCC	222	111	000	0	0
0.777381	221.24113500	+12.34683900	221.241135	+12.346839	14445787+1220486 	13.234	 0.026	12.888	 0.032	12.896	 0.029	AAA	222	111	000	0	0
0.777490	220.06441600	+11.34868800	220.064416	+11.348688	14401545+1120552 	15.716	 0.097	15.038	 0.099	14.929	 0.149	AAB	222	111	000	0	0
0.777584	220.02061100	+12.54668900	220.020611	+12.546689	14400494+1232480 	15.218	 0.046	14.741	 0.073	14.650	 0.096	AAA	222	111	000	0	0
0.777629	221.34341900	+11.96989200	221.343419	+11.969892	14452242+1158116 	14.158	 0.029	13.748	 0.044	13.874	 0.057	AAA	222	111	000	0	0
0.777641	221.09089500	+12.53392500	221.090895	+12.533925	14442181+1232021 	15.486	 0.051	15.089	 0.079	15.135	 0.148	AAB	222	111	000	0	0
0.777712	219.87898200	+11.54636900	219.878982	+11.546369	14393095+1132469 	15.156	 0.040	14.758	 0.066	14.678	 0.096	AAA	222	111	000	0	0
0.777864	221.23148600	+12.36407500	221.231486	+12.364075	14445555+1221506 	15.685	 0.065	15.087	 0.077	14.934	 0.105	AAA	222	111	000	0	0
0.777967	220.95813900	+12.63201500	220.958139	+12.632015	14434995+1237552 	13.822	 0.025	13.477	 0.028	13.391	 0.038	AAA	222	111	000	0	0
0.778174	220.62055200	+12.73986900	220.620552	+12.739869	14422893+1244235 	16.699	 0.130	16.170	      	15.380	      	BUU	200	100	000	0	0
0.778313	221.06580100	+12.55671900	221.065801	+12.556719	14441579+1233241 	16.436	 0.102	16.259	 0.237	16.514	      	ADU	220	110	000	0	0
0.778561	219.81628600	+12.27083300	219.816286	+12.270833	14391590+1216149 	16.211	 0.095	15.503	 0.102	16.194	      	AAU	220	110	000	0	0
0.778739	220.41972700	+12.73338900	220.419727	+12.733389	14414073+1244002 	16.807	 0.164	16.337	 0.236	15.306	 0.146	CDB	222	111	000	0	0
0.778761	220.61412100	+11.18877600	220.614121	+11.188776	14422738+1111195 	16.505	 0.144	15.536	 0.171	14.906	      	CCU	220	110	000	0	0
0.778778	221.12202600	+12.50559500	221.122026	+12.505595	14442928+1230201 	15.023	 0.039	14.580	 0.058	14.543	 0.073	AAA	222	111	000	0	0
0.778852	220.34469500	+12.71784900	220.344695	+12.717849	14412272+1243042 	16.454	 0.117	15.711	 0.150	15.802	 0.218	BBD	222	111	000	0	0
0.778915	220.23682700	+12.68180400	220.236827	+12.681804	14405683+1240544 	16.217	 0.093	15.531	 0.120	15.293	 0.182	ABC	222	111	000	0	0
0.778962	219.88505900	+12.39637700	219.885059	+12.396377	14393241+1223469 	14.722	 0.035	13.970	 0.038	13.713	 0.050	AAA	222	111	000	0	0
0.779128	221.21949100	+12.38545000	221.219491	+12.385450	14445267+1223076 	15.045	 0.045	14.454	 0.066	14.230	 0.070	AAA	222	111	000	0	0
0.779189	220.01358500	+11.38808600	220.013585	+11.388086	14400326+1123171 	14.356	 0.036	14.003	 0.034	13.862	 0.058	AAA	222	111	000	0	0
0.779266	221.34295500	+11.90880900	221.342955	+11.908809	14452230+1154317 	15.283	 0.057	14.864	 0.073	14.744	 0.115	AAB	222	111	000	0	0
0.779295	221.27438300	+11.64474100	221.274383	+11.644741	14450585+1138410 	14.801	 0.046	14.458	 0.057	14.141	 0.068	AAA	222	111	000	0	0
0.779359	220.99671100	+11.32089600	220.996711	+11.320896	14435921+1119152 	13.024	 0.026	12.408	 0.023	12.258	 0.023	AAA	222	111	000	0	0
0.779724	220.98965800	+12.61464600	220.989658	+12.614646	14435751+1236527 	16.882	 0.146	16.266	      	15.693	      	CUU	200	100	000	0	0
0.779875	219.75663000	+11.87625100	219.756630	+11.876251	14390159+1152345 	15.430	 0.052	14.828	 0.054	14.431	 0.077	AAA	222	111	000	0	0
0.780014	220.33364500	+11.21380900	220.333645	+11.213809	14412007+1112497 	16.032	 0.087	15.577	 0.109	15.589	      	ABU	220	110	000	0	0
0.780468	221.16426900	+12.46183800	221.164269	+12.461838	14443942+1227426 	15.654	 0.063	15.294	 0.094	15.248	 0.133	AAB	222	111	000	0	0
0.780550	220.72719000	+12.72567000	220.727190	+12.725670	14425452+1243324 	14.151	 0.029	13.503	 0.031	13.424	 0.039	AAA	222	111	000	0	0
0.780697	221.28240400	+11.65912800	221.282404	+11.659128	14450777+1139328 	15.102	 0.059	14.752	 0.064	14.912	 0.159	AAC	222	111	000	0	0
0.781224	220.24974600	+11.24055300	220.249746	+11.240553	14405993+1114259 	16.933	 0.201	16.006	 0.230	15.426	 0.215	CDD	222	111	000	0	0
0.781281	220.20027100	+12.66818500	220.200271	+12.668185	14404806+1240054 	15.675	 0.064	15.071	 0.084	15.117	 0.150	AAB	222	111	000	0	0
0.781334	220.14783300	+11.28927200	220.147833	+11.289272	14403547+1117213 	16.535	 0.148	15.960	 0.172	15.656	      	CCU	220	110	000	0	0
0.781371	221.31124700	+12.19787900	221.311247	+12.197879	14451469+1211523 	16.354	 0.119	15.805	 0.173	15.517	 0.186	BCC	222	111	000	0	0
0.781419	219.78257800	+12.18762500	219.782578	+12.187625	14390781+1211154 	14.844	 0.032	14.209	 0.037	14.051	 0.060	AAA	222	111	000	0	0
0.781713	219.76061600	+11.83578200	219.760616	+11.835782	14390254+1150088 	14.405	 0.036	13.803	 0.035	13.758	 0.054	AAA	222	111	000	0	0
0.781786	219.76516100	+11.81137400	219.765161	+11.811374	14390363+1148409 	15.404	 0.053	14.909	 0.068	14.842	 0.123	AAB	222	111	000	0	0
0.781973	221.21399500	+12.39888600	221.213995	+12.398886	14445135+1223559 	16.285	 0.126	15.565	 0.155	14.987	 0.142	BBB	222	111	000	0	0
0.781991	220.51607500	+12.74623000	220.516075	+12.746230	14420385+1244464 	15.330	 0.042	14.895	 0.070	14.943	 0.130	AAB	222	111	000	0	0
0.782317	220.96260200	+12.63446900	220.962602	+12.634469	14435102+1238040 	15.236	 0.044	14.542	 0.056	14.304	 0.069	AAA	222	111	000	0	0
0.782547	221.21546000	+12.39776700	221.215460	+12.397767	14445171+1223519 	15.795	 0.071	15.513	 0.128	15.180	 0.128	ABB	222	111	000	0	0
0.782567	220.08812000	+11.32529300	220.088120	+11.325293	14402114+1119310 	16.353	 0.145	16.070	 0.179	16.819	      	BCU	220	110	000	0	0
0.782614	221.29064500	+12.25813300	221.290645	+12.258133	14450975+1215292 	14.771	 0.039	14.164	 0.049	14.046	 0.053	AAA	222	111	000	0	0
0.782781	220.69095000	+12.73520000	220.690950	+12.735200	14424582+1244067 	15.233	 0.047	14.863	 0.071	14.908	 0.123	AAB	222	111	000	0	0
0.782889	221.08230600	+11.38207300	221.082306	+11.382073	14441975+1122554 	16.184	 0.094	15.525	 0.149	15.236	 0.191	ABC	222	111	000	0	0
0.782967	220.17124400	+11.27461400	220.171244	+11.274614	14404109+1116286 	15.509	 0.071	15.020	 0.088	14.849	 0.149	AAB	222	111	000	0	0
0.782971	219.87744800	+11.53899700	219.877448	+11.538997	14393058+1132203 	15.852	 0.069	15.437	 0.085	16.948	      	AAU	220	110	000	0	0
0.783057	219.75949800	+11.83419900	219.759498	+11.834199	14390227+1150031 	15.391	 0.041	14.763	 0.056	14.555	 0.103	AAA	222	111	000	0	0
0.783062	221.31798900	+12.18172900	221.317989	+12.181729	14451631+1210542 	16.160	 0.096	15.562	 0.116	15.241	 0.137	ABB	222	111	000	0	0
0.783253	220.07270900	+11.33534600	220.072709	+11.335346	14401745+1120072 	15.932	 0.095	15.531	 0.119	15.267	 0.199	ABC	222	111	000	0	0
0.783429	220.63045800	+12.74421200	220.630458	+12.744212	14423130+1244391 	15.726	 0.061	15.139	 0.088	14.926	 0.133	AAB	222	111	000	0	0
0.783492	219.95301100	+11.44161100	219.953011	+11.441611	14394872+1126297 	15.558	 0.071	15.122	 0.077	15.061	 0.154	AAC	222	111	000	0	0
0.783532	220.95999900	+11.29294600	220.959999	+11.292946	14435039+1117346 	11.452	 0.023	11.092	 0.022	11.014	 0.023	AAA	222	111	000	0	0
0.783791	219.74777400	+11.93998500	219.747774	+11.939985	14385946+1156239 	13.378	 0.030	12.992	 0.030	12.864	 0.027	AAA	222	111	000	0	0
0.784013	220.63469800	+12.74436300	220.634698	+12.744363	14423232+1244397 	16.101	 0.088	15.350	 0.098	15.276	 0.172	AAC	222	111	000	0	0
0.784077	221.34854200	+12.01362200	221.348542	+12.013622	14452365+1200490 	16.611	 0.157	15.697	 0.139	15.306	 0.205	CBC	222	111	000	0	0
0.784097	220.01638300	+12.55173400	220.016383	+12.551734	14400393+1233062 	12.792	 0.021	12.498	 0.021	12.480	 0.026	AAA	222	111	000	0	0
0.784111	221.21503400	+11.53011800	221.215034	+11.530118	14445160+1131484 	16.371	 0.121	15.460	 0.117	14.797	 0.135	BBB	222	111	000	0	0
0.784118	219.90761300	+12.43649200	219.907613	+12.436492	14393782+1226113 	16.481	 0.131	15.860	 0.165	15.047	      	BCU	220	110	000	0	0
0.784204	219.87434900	+12.38995000	219.874349	+12.389950	14392984+1223238 	14.497	 0.026	14.167	 0.039	13.976	 0.055	AAA	222	111	000	0	0
0.784252	220.52627500	+12.74883200	220.526275	+12.748832	14420630+1244557 	16.316	 0.111	15.718	 0.150	15.290	 0.171	BBC	222	111	000	0	0
0.784340	219.76532800	+11.79818500	219.765328	+11.798185	14390367+1147534 	15.077	 0.041	14.977	 0.058	15.146	 0.149	AAC	222	111	000	0	0
0.784491	220.18677100	+12.66524700	220.186771	+12.665247	14404482+1239548 	12.842	 0.024	12.605	 0.022	12.531	 0.023	AAA	222	111	000	0	0
0.784586	221.33893000	+12.09901200	221.338930	+12.099012	14452134+1205564 	17.107	 0.212	16.139	 0.221	15.882	 0.258	CDD	222	111	000	0	0
0.784809	221.10550100	+12.53027600	221.105501	+12.530276	14442532+1231489 	16.655	 0.125	16.080	 0.192	16.064	      	BCU	220	110	000	0	0
0.784813	220.96517200	+12.63586700	220.965172	+12.635867	14435164+1238091 	13.948	 0.026	13.367	 0.028	13.180	 0.035	AAA	222	111	000	0	0
0.784899	220.01397900	+12.55071900	220.013979	+12.550719	14400335+1233025 	15.668	 0.064	14.870	 0.067	14.733	 0.106	AAA	222	111	c00	0	0
0.785000	219.74793400	+12.01912700	219.747934	+12.019127	14385950+1201088 	15.856	 0.059	15.691	 0.123	15.907	      	ABU	220	110	000	0	0
0.785161	221.32113700	+12.17857600	221.321137	+12.178576	14451707+1210428 	15.976	 0.078	15.362	 0.124	15.281	 0.137	ABB	222	111	000	0	0
0.785173	221.33186900	+12.13699800	221.331869	+12.136998	14451964+1208131 	15.806	 0.079	15.161	 0.097	14.867	 0.112	AAB	222	111	000	0	0
0.785325	219.83734400	+11.60150400	219.837344	+11.601504	14392096+1136054 	16.193	 0.096	14.962	 0.059	13.673	 0.053	AAA	222	111	000	0	0
0.785343	221.06901900	+12.56328000	221.069019	+12.563280	14441656+1233478 	14.656	 0.030	14.058	 0.037	13.787	 0.047	AAA	222	111	000	0	0
0.785363	220.11156500	+12.62406000	220.111565	+12.624060	14402677+1237266 	15.393	 0.048	14.702	 0.056	14.751	 0.109	AAB	222	111	000	0	0
0.785437	220.11609900	+12.62699800	220.116099	+12.626998	14402786+1237371 	13.494	 0.025	12.863	 0.023	12.628	 0.030	AAA	222	111	000	0	0
0.785526	219.85518500	+11.56950800	219.855185	+11.569508	14392524+1134102 	16.233	 0.099	15.786	 0.139	14.855	      	ABU	220	110	000	0	0
0.785583	221.26772800	+12.31527100	221.267728	+12.315271	14450425+1218549 	16.388	 0.115	16.198	 0.241	15.584	 0.205	BDC	222	111	000	0	0
0.785860	221.35089100	+12.00426100	221.350891	+12.004261	14452421+1200153 	16.847	 0.162	16.089	 0.210	15.721	 0.207	CCC	222	111	000	0	0
0.785880	221.32363800	+12.17243700	221.323638	+12.172437	14451767+1210207 	14.803	 0.034	14.406	 0.051	14.326	 0.061	AAA	222	111	000	0	0
0.785955	220.24775000	+12.69384200	220.247750	+12.693842	14405946+1241378 	16.070	 0.080	15.701	 0.147	14.985	 0.134	ABB	222	111	000	0	0
0.786543	219.90748000	+12.44034800	219.907480	+12.440348	14393779+1226252 	15.545	 0.058	15.299	 0.097	14.754	 0.112	AAB	222	111	000	0	0
0.786641	221.35213600	+11.93815300	221.352136	+11.938153	14452451+1156173 	16.576	 0.163	15.811	 0.144	15.204	      	CBU	220	110	000	0	0
0.786811	221.27428600	+12.30492200	221.274286	+12.304922	14450582+1218177 	13.977	 0.030	13.596	 0.030	13.553	 0.041	AAA	222	111	000	0	0
0.786900	219.94933800	+12.49051300	219.949338	+12.490513	14394784+1229258 	16.131	 0.110	15.522	 0.145	14.911	 0.133	BBB	222	111	000	0	0
0.787764	220.37402300	+11.19589100	220.374023	+11.195891	14412976+1111452 	10.170	 0.022	 9.897	 0.026	 9.865	 0.023	AAA	222	111	000	0	0
0.788057	221.32733200	+12.16738100	221.327332	+12.167381	14451855+1210025 	17.796	      	17.569	      	15.284	 0.143	UUB	002	001	000	0	0
0.788200	219.78096600	+12.20557100	219.780966	+12.205571	14390743+1212200 	13.544	 0.026	13.079	 0.031	12.953	 0.034	AAA	222	111	000	0	0
0.788521	221.31064400	+12.22264800	221.310644	+12.222648	14451455+1213215 	16.744	 0.163	15.781	      	14.889	      	CUU	200	100	000	0	0
0.788936	219.74223400	+11.98180700	219.742234	+11.981807	14385813+1158545 	16.241	 0.087	15.463	 0.102	15.595	 0.242	AAD	222	111	000	0	0
0.788953	220.09115000	+11.31544400	220.091150	+11.315444	14402187+1118555 	15.900	 0.093	15.260	 0.101	15.209	 0.191	AAC	222	111	000	0	0
0.789285	219.81701700	+11.63286500	219.817017	+11.632865	14391608+1137583 	16.287	 0.115	15.864	 0.124	16.419	      	BBU	220	110	000	0	0
0.789481	221.18565300	+12.45017200	221.185653	+12.450172	14444455+1227006 	14.925	 0.045	14.258	 0.046	14.084	 0.056	AAA	222	111	000	0	0
0.789604	219.80412200	+12.27107400	219.804122	+12.271074	14391298+1216158 	12.230	 0.019	11.970	 0.022	11.875	 0.018	AAA	222	111	000	0	0
0.789653	221.33574100	+11.79137300	221.335741	+11.791373	14452057+1147289 	14.605	 0.036	14.058	 0.035	13.972	 0.065	AAA	222	111	000	0	0
